0,-0.2222222222222222,-0.06588218070018118,-1.0,-0.6,-1.0,-0.5,-0.4,-1.0,-1.0,-0.25,-0.0,-0.2,-0.5,-0.0,-0.5,-0.25,-0.14893617021276595,-0.10571383265500313,-1.0,-0.0,-1.0,-0.0,-0.0,-1.0,-0.0,-1.0,-0.0,satisfied
1,-0.9841269841269841,-0.14169897595038966,-0.6,-0.8,-0.8,-0.75,-0.2,-0.8,-0.75,-0.5,-0.5,-0.6,-0.5,-0.5,-0.5,-0.5,-0.05319148936170213,-0.01585707489825047,-0.0,-1.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-0.0,neutral or dissatisfied
2,-0.25396825396825395,-0.15424796275042418,-1.0,-1.0,-1.0,-0.5,-0.6,-1.0,-0.5,-0.5,-0.75,-0.6,-0.75,-0.5,-0.75,-0.5,-0.2127659574468085,-0.169142132248005,-1.0,-0.0,-0.0,-1.0,-1.0,-0.0,-0.0,-1.0,-0.0,satisfied
3,-0.2698412698412698,-0.07084948797519483,-0.6,-0.8,-0.6,-0.5,-0.4,-0.6,-0.25,-0.25,-1.0,-1.0,-1.0,-1.0,-1.0,-0.25,-0.2074468085106383,-0.13742798245150406,-0.0,-1.0,-0.0,-1.0,-1.0,-0.0,-0.0,-1.0,-0.0,neutral or dissatisfied
4,-0.31746031746031744,-0.294901189800811,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.75,-0.8,-0.5,-1.0,-1.0,-1.0,-0.2925531914893617,-0.2537131983720075,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-0.0,-1.0,-0.0,satisfied
5,-0.25396825396825395,-0.16182964227544502,-0.6,-0.6,-0.6,-0.75,-0.8,-0.6,-0.75,-0.75,-0.25,-1.0,-0.75,-0.25,-0.5,-0.75,-0.07446808510638298,-0.09514244938950282,-1.0,-0.0,-0.0,-1.0,-1.0,-0.0,-0.0,-1.0,-0.0,neutral or dissatisfied
6,-0.7777777777777778,-0.34562001145095045,-0.6,-1.0,-0.6,-0.25,-0.4,-0.6,-0.25,-0.25,-0.5,-0.4,-0.5,-0.5,-1.0,-0.25,-0.0,-0.0,-0.0,-1.0,-1.0,-0.0,-0.0,-1.0,-0.0,-1.0,-0.0,neutral or dissatisfied
7,-0.7777777777777778,-0.2648359089257283,-1.0,-0.8,-1.0,-0.75,-0.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-0.5,-0.0,-0.0,-1.0,-0.0,-1.0,-0.0,-0.0,-1.0,-0.0,-1.0,-0.0,satisfied
8,-0.25396825396825395,-0.20784259387557155,-0.4,-0.4,-0.4,-0.25,-1.0,-0.4,-1.0,-1.0,-0.5,-0.2,-1.0,-0.5,-0.75,-1.0,-0.14361702127659576,-0.21671335694275642,-1.0,-0.0,-0.0,-1.0,-1.0,-0.0,-0.0,-1.0,-0.0,neutral or dissatisfied
9,-0.8095238095238095,-0.22431313905061684,-1.0,-0.6,-0.6,-0.5,-0.8,-0.6,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0,-1.0,-0.5,-0.14893617021276595,-0.08985675775675266,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-0.0,-0.0,-1.0,satisfied
